,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
6588,56201,Diverticulitis of small intestine (without mention of hemorrhage),"['520-579', '560-569', '562', '5620', '56201']"
6589,56202,Diverticulosis of small intestine with hemorrhage,"['520-579', '560-569', '562', '5620', '56202']"
6590,56203,Diverticulitis of small intestine with hemorrhage,"['520-579', '560-569', '562', '5620', '56203']"
6591,5621,Diverticula of colon,"['520-579', '560-569', '562', '5621']"
6592,56210,Diverticulosis of colon (without mention of hemorrhage),"['520-579', '560-569', '562', '5621', '56210']"
6593,56211,Diverticulitis of colon (without mention of hemorrhage),"['520-579', '560-569', '562', '5621', '56211']"
6594,56212,Diverticulosis of colon with hemorrhage,"['520-579', '560-569', '562', '5621', '56212']"
6595,56213,Diverticulitis of colon with hemorrhage,"['520-579', '560-569', '562', '5621', '56213']"
6596,5640,Constipation,"['520-579', '560-569', '564', '5640']"
6597,56400,"Constipation, unspecified","['520-579', '560-569', '564', '5640', '56400']"
6598,56401,Slow transit constipation,"['520-579', '560-569', '564', '5640', '56401']"
6599,56402,Outlet dysfunction constipation,"['520-579', '560-569', '564', '5640', '56402']"
6600,56409,Other constipation,"['520-579', '560-569', '564', '5640', '56409']"
6601,5641,Irritable bowel syndrome,"['520-579', '560-569', '564', '5641']"
6602,5642,Postgastric surgery syndromes,"['520-579', '560-569', '564', '5642']"
6603,5643,Vomiting following gastrointestinal surgery,"['520-579', '560-569', '564', '5643']"
6604,5644,Other postoperative functional disorders,"['520-579', '560-569', '564', '5644']"
6605,5645,Functional diarrhea,"['520-579', '560-569', '564', '5645']"
6606,5646,Anal spasm,"['520-579', '560-569', '564', '5646']"
6607,5647,"Megacolon, other than Hirschsprung's","['520-579', '560-569', '564', '5647']"
6608,5648,Other specified functional disorders of intestine,"['520-579', '560-569', '564', '5648']"
6609,56481,Neurogenic bowel,"['520-579', '560-569', '564', '5648', '56481']"
6610,56489,Other functional disorders of intestine,"['520-579', '560-569', '564', '5648', '56489']"
6611,5649,Unspecified functional disorder of intestine,"['520-579', '560-569', '564', '5649']"
6612,5650,Anal fissure,"['520-579', '560-569', '565', '5650']"
6613,5651,Anal fistula,"['520-579', '560-569', '565', '5651']"
6614,566,Abscess of anal and rectal regions,"['520-579', '560-569', '566']"
6615,5670,Peritonitis in infectious diseases classified elsewhere,"['520-579', '560-569', '567', '5670']"
6616,5671,Pneumococcal peritonitis,"['520-579', '560-569', '567', '5671']"
6617,5672,Other suppurative peritonitis,"['520-579', '560-569', '567', '5672']"
6618,56721,Peritonitis (acute) generalized,"['520-579', '560-569', '567', '5672', '56721']"
6619,56722,Peritoneal abscess,"['520-579', '560-569', '567', '5672', '56722']"
6620,56723,Spontaneous bacterial peritonitis,"['520-579', '560-569', '567', '5672', '56723']"
6621,56729,Other suppurative peritonitis,"['520-579', '560-569', '567', '5672', '56729']"
6622,5673,Retroperitoneal infections,"['520-579', '560-569', '567', '5673']"
6623,56731,Psoas muscle abscess,"['520-579', '560-569', '567', '5673', '56731']"
6624,56738,Other retroperitoneal abscess,"['520-579', '560-569', '567', '5673', '56738']"
6625,56739,Other retroperitoneal infections,"['520-579', '560-569', '567', '5673', '56739']"
6626,5678,Other specified peritonitis,"['520-579', '560-569', '567', '5678']"
6627,56781,Choleperitonitis,"['520-579', '560-569', '567', '5678', '56781']"
6628,56782,Sclerosing mesenteritis,"['520-579', '560-569', '567', '5678', '56782']"
6629,56789,Other specified peritonitis,"['520-579', '560-569', '567', '5678', '56789']"
6630,5679,Unspecified peritonitis,"['520-579', '560-569', '567', '5679']"
6631,5680,Peritoneal adhesions (postoperative) (postinfection),"['520-579', '560-569', '568', '5680']"
6632,5688,Other specified disorders of peritoneum,"['520-579', '560-569', '568', '5688']"
6633,56881,Hemoperitoneum (nontraumatic),"['520-579', '560-569', '568', '5688', '56881']"
6634,56882,Peritoneal effusion (chronic),"['520-579', '560-569', '568', '5688', '56882']"
6635,56889,Other specified disorders of peritoneum,"['520-579', '560-569', '568', '5688', '56889']"
6636,5689,Unspecified disorder of peritoneum,"['520-579', '560-569', '568', '5689']"
6637,5690,Anal and rectal polyp,"['520-579', '560-569', '569', '5690']"
6638,5691,Rectal prolapse,"['520-579', '560-569', '569', '5691']"
6639,5692,Stenosis of rectum and anus,"['520-579', '560-569', '569', '5692']"
6640,5693,Hemorrhage of rectum and anus,"['520-579', '560-569', '569', '5693']"
6641,5694,Other specified disorders of rectum and anus,"['520-579', '560-569', '569', '5694']"
6642,56941,Ulcer of anus and rectum,"['520-579', '560-569', '569', '5694', '56941']"
6643,56942,Anal or rectal pain,"['520-579', '560-569', '569', '5694', '56942']"
6644,56943,Anal sphincter tear (healed) (old),"['520-579', '560-569', '569', '5694', '56943']"
6645,56944,Dysplasia of anus,"['520-579', '560-569', '569', '5694', '56944']"
6646,56949,Other specified disorders of rectum and anus,"['520-579', '560-569', '569', '5694', '56949']"
6647,5695,Abscess of intestine,"['520-579', '560-569', '569', '5695']"
6648,5696,Colostomy and enterostomy complications,"['520-579', '560-569', '569', '5696']"
6649,56960,"Colostomy and enterostomy complication, unspecified","['520-579', '560-569', '569', '5696', '56960']"
6650,56961,Infection of colostomy or enterostomy,"['520-579', '560-569', '569', '5696', '56961']"
6651,56962,Mechanical complication of colostomy and enterostomy,"['520-579', '560-569', '569', '5696', '56962']"
6652,56969,Other colostomy and enterostomy complication,"['520-579', '560-569', '569', '5696', '56969']"
6653,5697,Complications of intestinal pouch,"['520-579', '560-569', '569', '5697']"
6654,56971,Pouchitis,"['520-579', '560-569', '569', '5697', '56971']"
6655,56979,Other complications of intestinal pouch,"['520-579', '560-569', '569', '5697', '56979']"
6656,5698,Other specified disorders of intestine,"['520-579', '560-569', '569', '5698']"
6657,56981,"Fistula of intestine, excluding rectum and anus","['520-579', '560-569', '569', '5698', '56981']"
6658,56982,Ulceration of intestine,"['520-579', '560-569', '569', '5698', '56982']"
6659,56983,Perforation of intestine,"['520-579', '560-569', '569', '5698', '56983']"
6660,56984,Angiodysplasia of intestine (without mention of hemorrhage),"['520-579', '560-569', '569', '5698', '56984']"
6661,56985,Angiodysplasia of intestine with hemorrhage,"['520-579', '560-569', '569', '5698', '56985']"
6662,56986,Dieulafoy lesion (hemorrhagic) of intestine,"['520-579', '560-569', '569', '5698', '56986']"
6663,56987,Vomiting of fecal matter,"['520-579', '560-569', '569', '5698', '56987']"
6664,56989,Other specified disorders of intestine,"['520-579', '560-569', '569', '5698', '56989']"
6665,5699,Unspecified disorder of intestine,"['520-579', '560-569', '569', '5699']"
6666,570,Acute and subacute necrosis of liver,"['520-579', '570-579', '570']"
6667,5710,Alcoholic fatty liver,"['520-579', '570-579', '571', '5710']"
6668,5711,Acute alcoholic hepatitis,"['520-579', '570-579', '571', '5711']"
6669,5712,Alcoholic cirrhosis of liver,"['520-579', '570-579', '571', '5712']"
6670,5713,"Alcoholic liver damage, unspecified","['520-579', '570-579', '571', '5713']"
6671,5714,Chronic hepatitis,"['520-579', '570-579', '571', '5714']"
6672,57140,"Chronic hepatitis, unspecified","['520-579', '570-579', '571', '5714', '57140']"
6673,57141,Chronic persistent hepatitis,"['520-579', '570-579', '571', '5714', '57141']"
6674,57142,Autoimmune hepatitis,"['520-579', '570-579', '571', '5714', '57142']"
6675,57149,Other chronic hepatitis,"['520-579', '570-579', '571', '5714', '57149']"
6676,5715,Cirrhosis of liver without mention of alcohol,"['520-579', '570-579', '571', '5715']"
6677,5716,Biliary cirrhosis,"['520-579', '570-579', '571', '5716']"
6678,5718,Other chronic nonalcoholic liver disease,"['520-579', '570-579', '571', '5718']"
6679,5719,Unspecified chronic liver disease without mention of alcohol,"['520-579', '570-579', '571', '5719']"
6680,5720,Abscess of liver,"['520-579', '570-579', '572', '5720']"
6681,5721,Portal pyemia,"['520-579', '570-579', '572', '5721']"
6682,5722,Hepatic encephalopathy,"['520-579', '570-579', '572', '5722']"
6683,5723,Portal hypertension,"['520-579', '570-579', '572', '5723']"
6684,5724,Hepatorenal syndrome,"['520-579', '570-579', '572', '5724']"
6685,5728,Other sequelae of chronic liver disease,"['520-579', '570-579', '572', '5728']"
6686,5730,Chronic passive congestion of liver,"['520-579', '570-579', '573', '5730']"
6687,5731,Hepatitis in viral diseases classified elsewhere,"['520-579', '570-579', '573', '5731']"
6688,5732,Hepatitis in other infectious diseases classified elsewhere,"['520-579', '570-579', '573', '5732']"
6689,5733,"Hepatitis, unspecified","['520-579', '570-579', '573', '5733']"
6690,5734,Hepatic infarction,"['520-579', '570-579', '573', '5734']"
6691,5735,Hepatopulmonary syndrome,"['520-579', '570-579', '573', '5735']"
6692,5738,Other specified disorders of liver,"['520-579', '570-579', '573', '5738']"
6693,5739,Unspecified disorder of liver,"['520-579', '570-579', '573', '5739']"
6694,5740,Calculus of gallbladder with acute cholecystitis,"['520-579', '570-579', '574', '5740']"
6695,57400,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5740', '57400']"
6696,57401,"Calculus of gallbladder with acute cholecystitis, with obstruction","['520-579', '570-579', '574', '5740', '57401']"
6697,5741,Calculus of gallbladder with other cholecystitis,"['520-579', '570-579', '574', '5741']"
6698,57410,"Calculus of gallbladder with other cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5741', '57410']"
6699,57411,"Calculus of gallbladder with other cholecystitis, with obstruction","['520-579', '570-579', '574', '5741', '57411']"
6700,5742,Calculus of gallbladder without mention of cholecystitis,"['520-579', '570-579', '574', '5742']"
6701,57420,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5742', '57420']"
6702,57421,"Calculus of gallbladder without mention of cholecystitis, with obstruction","['520-579', '570-579', '574', '5742', '57421']"
6703,5743,Calculus of bile duct with acute cholecystitis,"['520-579', '570-579', '574', '5743']"
6704,57430,"Calculus of bile duct with acute cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5743', '57430']"
6705,57431,"Calculus of bile duct with acute cholecystitis, with obstruction","['520-579', '570-579', '574', '5743', '57431']"
6706,5744,Calculus of bile duct with other cholecystitis,"['520-579', '570-579', '574', '5744']"
6707,57440,"Calculus of bile duct with other cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5744', '57440']"
6708,57441,"Calculus of bile duct with other cholecystitis, with obstruction","['520-579', '570-579', '574', '5744', '57441']"
6709,5745,Calculus of bile duct without mention of cholecystitis,"['520-579', '570-579', '574', '5745']"
6710,57450,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5745', '57450']"
6711,57451,"Calculus of bile duct without mention of cholecystitis, with obstruction","['520-579', '570-579', '574', '5745', '57451']"
6712,5746,Calculus of gallbladder and bile duct with acute cholecystitis,"['520-579', '570-579', '574', '5746']"
6713,57460,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5746', '57460']"
6714,57461,"Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction","['520-579', '570-579', '574', '5746', '57461']"
6715,5747,Calculus of gallbladder and bile duct with other cholecystitis,"['520-579', '570-579', '574', '5747']"
6716,57470,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5747', '57470']"
6717,57471,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction","['520-579', '570-579', '574', '5747', '57471']"
6718,5748,Calculus of gallbladder and bile duct with acute and chronic cholecystitis,"['520-579', '570-579', '574', '5748']"
6719,57480,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5748', '57480']"
6720,57481,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction","['520-579', '570-579', '574', '5748', '57481']"
6721,5749,Calculus of gallbladder and bile duct without cholecystitis,"['520-579', '570-579', '574', '5749']"
6722,57490,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction","['520-579', '570-579', '574', '5749', '57490']"
6723,57491,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction","['520-579', '570-579', '574', '5749', '57491']"
6724,5750,Acute cholecystitis,"['520-579', '570-579', '575', '5750']"
6725,5751,Other cholecystitis,"['520-579', '570-579', '575', '5751']"
6726,57510,"Cholecystitis, unspecified","['520-579', '570-579', '575', '5751', '57510']"
6727,57511,Chronic cholecystitis,"['520-579', '570-579', '575', '5751', '57511']"
6728,57512,Acute and chronic cholecystitis,"['520-579', '570-579', '575', '5751', '57512']"
6729,5752,Obstruction of gallbladder,"['520-579', '570-579', '575', '5752']"
6730,5753,Hydrops of gallbladder,"['520-579', '570-579', '575', '5753']"
6731,5754,Perforation of gallbladder,"['520-579', '570-579', '575', '5754']"
6732,5755,Fistula of gallbladder,"['520-579', '570-579', '575', '5755']"
6733,5756,Cholesterolosis of gallbladder,"['520-579', '570-579', '575', '5756']"
6734,5758,Other specified disorders of gallbladder,"['520-579', '570-579', '575', '5758']"
6735,5759,Unspecified disorder of gallbladder,"['520-579', '570-579', '575', '5759']"
6736,5760,Postcholecystectomy syndrome,"['520-579', '570-579', '576', '5760']"
6737,5761,Cholangitis,"['520-579', '570-579', '576', '5761']"
6738,5762,Obstruction of bile duct,"['520-579', '570-579', '576', '5762']"
6739,5763,Perforation of bile duct,"['520-579', '570-579', '576', '5763']"
6740,5764,Fistula of bile duct,"['520-579', '570-579', '576', '5764']"
6741,5765,Spasm of sphincter of Oddi,"['520-579', '570-579', '576', '5765']"
6742,5768,Other specified disorders of biliary tract,"['520-579', '570-579', '576', '5768']"
6743,5769,Unspecified disorder of biliary tract,"['520-579', '570-579', '576', '5769']"
6744,5770,Acute pancreatitis,"['520-579', '570-579', '577', '5770']"
6745,5771,Chronic pancreatitis,"['520-579', '570-579', '577', '5771']"
6746,5772,Cyst and pseudocyst of pancreas,"['520-579', '570-579', '577', '5772']"
6747,5778,Other specified diseases of pancreas,"['520-579', '570-579', '577', '5778']"
6748,5779,Unspecified disease of pancreas,"['520-579', '570-579', '577', '5779']"
6749,5780,Hematemesis,"['520-579', '570-579', '578', '5780']"
6750,5781,Blood in stool,"['520-579', '570-579', '578', '5781']"
6751,5789,"Hemorrhage of gastrointestinal tract, unspecified","['520-579', '570-579', '578', '5789']"
6752,5790,Celiac disease,"['520-579', '570-579', '579', '5790']"
6753,5791,Tropical sprue,"['520-579', '570-579', '579', '5791']"
6754,5792,Blind loop syndrome,"['520-579', '570-579', '579', '5792']"
6755,5793,Other and unspecified postsurgical nonabsorption,"['520-579', '570-579', '579', '5793']"
6756,5794,Pancreatic steatorrhea,"['520-579', '570-579', '579', '5794']"
6757,5798,Other specified intestinal malabsorption,"['520-579', '570-579', '579', '5798']"
6758,5799,Unspecified intestinal malabsorption,"['520-579', '570-579', '579', '5799']"
6759,5800,Acute glomerulonephritis with lesion of proliferative glomerulonephritis,"['580-629', '580-589', '580', '5800']"
6760,5804,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis,"['580-629', '580-589', '580', '5804']"
6761,5808,Acute glomerulonephritis with other specified pathological lesion in kidney,"['580-629', '580-589', '580', '5808']"
6762,58081,Acute glomerulonephritis in diseases classified elsewhere,"['580-629', '580-589', '580', '5808', '58081']"
6763,58089,Acute glomerulonephritis with other specified pathological lesion in kidney,"['580-629', '580-589', '580', '5808', '58089']"
6764,5809,Acute glomerulonephritis with unspecified pathological lesion in kidney,"['580-629', '580-589', '580', '5809']"
6765,5810,Nephrotic syndrome with lesion of proliferative glomerulonephritis,"['580-629', '580-589', '581', '5810']"
6766,5811,Nephrotic syndrome with lesion of membranous glomerulonephritis,"['580-629', '580-589', '581', '5811']"
6767,5812,Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis,"['580-629', '580-589', '581', '5812']"
6768,5813,Nephrotic syndrome with lesion of minimal change glomerulonephritis,"['580-629', '580-589', '581', '5813']"
6769,5818,Nephrotic syndrome with other specified pathological lesion in kidney,"['580-629', '580-589', '581', '5818']"
6770,58181,Nephrotic syndrome in diseases classified elsewhere,"['580-629', '580-589', '581', '5818', '58181']"
6771,58189,Nephrotic syndrome with other specified pathological lesion in kidney,"['580-629', '580-589', '581', '5818', '58189']"
6772,5819,Nephrotic syndrome with unspecified pathological lesion in kidney,"['580-629', '580-589', '581', '5819']"
6773,5820,Chronic glomerulonephritis with lesion of proliferative glomerulonephritis,"['580-629', '580-589', '582', '5820']"
6774,5821,Chronic glomerulonephritis with lesion of membranous glomerulonephritis,"['580-629', '580-589', '582', '5821']"
6775,5822,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis,"['580-629', '580-589', '582', '5822']"
6776,5824,Chronic glomerulonephritis with lesion of rapidly progressive glomerulonephritis,"['580-629', '580-589', '582', '5824']"
6777,5828,Chronic glomerulonephritis with other specified pathological lesion in kidney,"['580-629', '580-589', '582', '5828']"
6778,58281,Chronic glomerulonephritis in diseases classified elsewhere,"['580-629', '580-589', '582', '5828', '58281']"
6779,58289,Chronic glomerulonephritis with other specified pathological lesion in kidney,"['580-629', '580-589', '582', '5828', '58289']"
6780,5829,Chronic glomerulonephritis with unspecified pathological lesion in kidney,"['580-629', '580-589', '582', '5829']"
6781,5830,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of proliferative glomerulonephritis","['580-629', '580-589', '583', '5830']"
6782,5831,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis","['580-629', '580-589', '583', '5831']"
6783,5832,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis","['580-629', '580-589', '583', '5832']"
6784,5834,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis","['580-629', '580-589', '583', '5834']"
6785,5836,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal cortical necrosis","['580-629', '580-589', '583', '5836']"
6786,5837,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal medullary necrosis","['580-629', '580-589', '583', '5837']"
6787,5838,Nephritis and nephropathy not specified as acute or chronic with other specified pathological lesion in kidney,"['580-629', '580-589', '583', '5838']"
6788,58381,"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere","['580-629', '580-589', '583', '5838', '58381']"
6789,58389,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney","['580-629', '580-589', '583', '5838', '58389']"
6790,5839,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney","['580-629', '580-589', '583', '5839']"
6791,5845,Acute kidney failure with lesion of tubular necrosis,"['580-629', '580-589', '584', '5845']"
6792,5846,Acute kidney failure with lesion of renal cortical necrosis,"['580-629', '580-589', '584', '5846']"
6793,5847,Acute kidney failure with lesion of renal medullary [papillary] necrosis,"['580-629', '580-589', '584', '5847']"
6794,5848,Acute kidney failure with other specified pathological lesion in kidney,"['580-629', '580-589', '584', '5848']"
6795,5849,"Acute kidney failure, unspecified","['580-629', '580-589', '584', '5849']"
6796,5851,"Chronic kidney disease, Stage I","['580-629', '580-589', '585', '5851']"
6797,5852,"Chronic kidney disease, Stage II (mild)","['580-629', '580-589', '585', '5852']"
6798,5853,"Chronic kidney disease, Stage III (moderate)","['580-629', '580-589', '585', '5853']"
6799,5854,"Chronic kidney disease, Stage IV (severe)","['580-629', '580-589', '585', '5854']"
6800,5855,"Chronic kidney disease, Stage V","['580-629', '580-589', '585', '5855']"
6801,5856,End stage renal disease,"['580-629', '580-589', '585', '5856']"
6802,5859,"Chronic kidney disease, unspecified","['580-629', '580-589', '585', '5859']"
6803,586,"Renal failure, unspecified","['580-629', '580-589', '586']"
6804,587,"Renal sclerosis, unspecified","['580-629', '580-589', '587']"
6805,5880,Renal osteodystrophy,"['580-629', '580-589', '588', '5880']"
6806,5881,Nephrogenic diabetes insipidus,"['580-629', '580-589', '588', '5881']"
6807,5888,Other specified disorders resulting from impaired renal function,"['580-629', '580-589', '588', '5888']"
6808,58881,Secondary hyperparathyroidism (of renal origin),"['580-629', '580-589', '588', '5888', '58881']"
6809,58889,Other specified disorders resulting from impaired renal function,"['580-629', '580-589', '588', '5888', '58889']"
6810,5889,Unspecified disorder resulting from impaired renal function,"['580-629', '580-589', '588', '5889']"
6811,5890,Unilateral small kidney,"['580-629', '580-589', '589', '5890']"
6812,5891,Bilateral small kidneys,"['580-629', '580-589', '589', '5891']"
6813,5899,"Small kidney, unspecified","['580-629', '580-589', '589', '5899']"
6814,5900,Chronic pyelonephritis,"['580-629', '590-599', '590', '5900']"
6815,59000,Chronic pyelonephritis without lesion of renal medullary necrosis,"['580-629', '590-599', '590', '5900', '59000']"
6816,59001,Chronic pyelonephritis with lesion of renal medullary necrosis,"['580-629', '590-599', '590', '5900', '59001']"
6817,5901,Acute pyelonephritis,"['580-629', '590-599', '590', '5901']"
6818,59010,Acute pyelonephritis without lesion of renal medullary necrosis,"['580-629', '590-599', '590', '5901', '59010']"
6819,59011,Acute pyelonephritis with lesion of renal medullary necrosis,"['580-629', '590-599', '590', '5901', '59011']"
6820,5902,Renal and perinephric abscess,"['580-629', '590-599', '590', '5902']"
6821,5903,Pyeloureteritis cystica,"['580-629', '590-599', '590', '5903']"
6822,5908,Other pyelonephritis or pyonephrosis not specified as acute or chronic,"['580-629', '590-599', '590', '5908']"
6823,59080,"Pyelonephritis, unspecified","['580-629', '590-599', '590', '5908', '59080']"
6824,59081,Pyelitis or pyelonephritis in diseases classified elsewhere,"['580-629', '590-599', '590', '5908', '59081']"
6825,5909,"Infection of kidney, unspecified","['580-629', '590-599', '590', '5909']"
6826,591,Hydronephrosis,"['580-629', '590-599', '591']"
6827,5920,Calculus of kidney,"['580-629', '590-599', '592', '5920']"
6828,5921,Calculus of ureter,"['580-629', '590-599', '592', '5921']"
6829,5929,"Urinary calculus, unspecified","['580-629', '590-599', '592', '5929']"
6830,5930,Nephroptosis,"['580-629', '590-599', '593', '5930']"
6831,5931,Hypertrophy of kidney,"['580-629', '590-599', '593', '5931']"
6832,5932,"Cyst of kidney, acquired","['580-629', '590-599', '593', '5932']"
6833,5933,Stricture or kinking of ureter,"['580-629', '590-599', '593', '5933']"
6834,5934,Other ureteric obstruction,"['580-629', '590-599', '593', '5934']"
6835,5935,Hydroureter,"['580-629', '590-599', '593', '5935']"
6836,5936,Postural proteinuria,"['580-629', '590-599', '593', '5936']"
6837,5937,Vesicoureteral reflux,"['580-629', '590-599', '593', '5937']"
6838,59370,Vesicoureteral reflux unspecified or without reflux nephropathy,"['580-629', '590-599', '593', '5937', '59370']"
6839,59371,"Vesicoureteral reflux with reflux nephropathy, unilateral","['580-629', '590-599', '593', '5937', '59371']"
6840,59372,"Vesicoureteral reflux with reflux nephropathy, bilateral","['580-629', '590-599', '593', '5937', '59372']"
6841,59373,Other vesicoureteral reflux with reflux nephropathy NOS,"['580-629', '590-599', '593', '5937', '59373']"
6842,5938,Other specified disorders of kidney and ureter,"['580-629', '590-599', '593', '5938']"
6843,59381,Vascular disorders of kidney,"['580-629', '590-599', '593', '5938', '59381']"
6844,59382,Ureteral fistula,"['580-629', '590-599', '593', '5938', '59382']"
6845,59389,Other specified disorders of kidney and ureter,"['580-629', '590-599', '593', '5938', '59389']"
6846,5939,Unspecified disorder of kidney and ureter,"['580-629', '590-599', '593', '5939']"
6847,5940,Calculus in diverticulum of bladder,"['580-629', '590-599', '594', '5940']"
6848,5941,Other calculus in bladder,"['580-629', '590-599', '594', '5941']"
6849,5942,Calculus in urethra,"['580-629', '590-599', '594', '5942']"
6850,5948,Other lower urinary tract calculus,"['580-629', '590-599', '594', '5948']"
6851,5949,"Calculus of lower urinary tract, unspecified","['580-629', '590-599', '594', '5949']"
6852,5950,Acute cystitis,"['580-629', '590-599', '595', '5950']"
6853,5951,Chronic interstitial cystitis,"['580-629', '590-599', '595', '5951']"
6854,5952,Other chronic cystitis,"['580-629', '590-599', '595', '5952']"
6855,5953,Trigonitis,"['580-629', '590-599', '595', '5953']"
6856,5954,Cystitis in diseases classified elsewhere,"['580-629', '590-599', '595', '5954']"
6857,5958,Other specified types of cystitis,"['580-629', '590-599', '595', '5958']"
6858,59581,Cystitis cystica,"['580-629', '590-599', '595', '5958', '59581']"
6859,59582,Irradiation cystitis,"['580-629', '590-599', '595', '5958', '59582']"
6860,59589,Other specified types of cystitis,"['580-629', '590-599', '595', '5958', '59589']"
6861,5959,"Cystitis, unspecified","['580-629', '590-599', '595', '5959']"
6862,5960,Bladder neck obstruction,"['580-629', '590-599', '596', '5960']"
6863,5961,Intestinovesical fistula,"['580-629', '590-599', '596', '5961']"
6864,5962,"Vesical fistula, not elsewhere classified","['580-629', '590-599', '596', '5962']"
6865,5963,Diverticulum of bladder,"['580-629', '590-599', '596', '5963']"
6866,5964,Atony of bladder,"['580-629', '590-599', '596', '5964']"
6867,5965,Other functional disorders of bladder,"['580-629', '590-599', '596', '5965']"
6868,59651,Hypertonicity of bladder,"['580-629', '590-599', '596', '5965', '59651']"
6869,59652,Low bladder compliance,"['580-629', '590-599', '596', '5965', '59652']"
6870,59653,Paralysis of bladder,"['580-629', '590-599', '596', '5965', '59653']"
6871,59654,Neurogenic bladder NOS,"['580-629', '590-599', '596', '5965', '59654']"
6872,59655,Detrusor sphincter dyssynergia,"['580-629', '590-599', '596', '5965', '59655']"
6873,59659,Other functional disorder of bladder,"['580-629', '590-599', '596', '5965', '59659']"
6874,5966,"Rupture of bladder, nontraumatic","['580-629', '590-599', '596', '5966']"
6875,5967,Hemorrhage into bladder wall,"['580-629', '590-599', '596', '5967']"
6876,5968,Other specified disorders of bladder,"['580-629', '590-599', '596', '5968']"
6877,59681,Infection of cystostomy,"['580-629', '590-599', '596', '5968', '59681']"
6878,59682,Mechanical complication of cystostomy,"['580-629', '590-599', '596', '5968', '59682']"
6879,59683,Other complication of cystostomy,"['580-629', '590-599', '596', '5968', '59683']"
6880,59689,Other specified disorders of bladder,"['580-629', '590-599', '596', '5968', '59689']"
6881,5969,Unspecified disorder of bladder,"['580-629', '590-599', '596', '5969']"
6882,5970,Urethral abscess,"['580-629', '590-599', '597', '5970']"
6883,5978,Other urethritis,"['580-629', '590-599', '597', '5978']"
6884,59780,"Urethritis, unspecified","['580-629', '590-599', '597', '5978', '59780']"
6885,59781,Urethral syndrome NOS,"['580-629', '590-599', '597', '5978', '59781']"
6886,59789,Other urethritis,"['580-629', '590-599', '597', '5978', '59789']"
6887,5980,Urethral stricture due to infection,"['580-629', '590-599', '598', '5980']"
6888,59800,Urethral structure due to unspecified infection,"['580-629', '590-599', '598', '5980', '59800']"
6889,59801,Urethral structure due to infective diseases classified elsewhere,"['580-629', '590-599', '598', '5980', '59801']"
6890,5981,Traumatic urethral stricture,"['580-629', '590-599', '598', '5981']"
6891,5982,Postoperative urethral stricture,"['580-629', '590-599', '598', '5982']"
6892,5988,Other specified causes of urethral stricture,"['580-629', '590-599', '598', '5988']"
6893,5989,"Urethral stricture, unspecified","['580-629', '590-599', '598', '5989']"
6894,5990,"Urinary tract infection, site not specified","['580-629', '590-599', '599', '5990']"
6895,5991,Urethral fistula,"['580-629', '590-599', '599', '5991']"
6896,5992,Urethral diverticulum,"['580-629', '590-599', '599', '5992']"
6897,5993,Urethral caruncle,"['580-629', '590-599', '599', '5993']"
6898,5994,Urethral false passage,"['580-629', '590-599', '599', '5994']"
6899,5995,Prolapsed urethral mucosa,"['580-629', '590-599', '599', '5995']"
6900,5996,Urinary obstruction,"['580-629', '590-599', '599', '5996']"
6901,59960,"Urinary obstruction, unspecified","['580-629', '590-599', '599', '5996', '59960']"
6902,59969,"Urinary obstruction, not elsewhere classified","['580-629', '590-599', '599', '5996', '59969']"
6903,5997,Hematuria,"['580-629', '590-599', '599', '5997']"
6904,59970,"Hematuria, unspecified","['580-629', '590-599', '599', '5997', '59970']"
